og_representation,mapping
शिवणे,Shivne
&nbsp &nbsp शिवणे,Shivne
शिवणे2)शिवणे,Shivne
शिवणे2)शिवणे3)शिवणे,Shivne
शिवरे,Shivre
शिवरे2)शिवरे,Shivre
शिवरे2)शिवरे3)शिवरे,Shivre
शिवरे2)शिवरे3)शिवरे4)शिवरे,Shivre
शिवरे2)शिवरे3)शिवरे4)शिवरे5)शिवरे6)शिवरे7)शिवरे8)शिवरे9)शिवरे10)शिवरे,Shivre
शिवरे2)बर्वे खुर्द,"Shivre , Barve Khurd"
शिवरी,Shivri
शिवरी2)शिवरी,Shivri
शिवरी2)शिवरी3)शिवरी,Shivri
शिवरी2)शिवरी3)शिवरी4)शिवरी,Shivri
शिवरी2)शिवरी3)शिवरी4)शिवरी5)शिवरी,Shivri
शिवरी2)शिवरी3)शिवरी4)शिवरी5)शिवरी6)शिवरी,Shivri
शिवरी2)शिवरी3)शिवरी4)शिवरी5)शिवरी6)शिवरी7)शिवरी8)शिवरी9)शिवरी10)शिवरी1शिवरी,Shivri
शिवरी2)शिवरी3)शिवरी4)शिवरी5)शिवरी6)शिवरी7)शिवरी8)शिवरी9)शिवरी10)शिवरी1शिवरी12)शिवरी13)शिवरी14)शिवरी15)शिवरी,Shivri
शिवरी2)जेजुरी नगरपालिका,"Shivri , Jejuri Municipality"
शिवरी2)पाडेश्वर,"Shivri , Padeshwar"
शिवरी2)तक्रारवाडी,"Shivri , Takrarwadi"
शिवडी,Shiwadi
शिवणे,Shiwane
शिये,Shiye
श्रीप्रयागधाम,Shree Prayagdham
श्रीरामनगर,Shree Ram Nagar
श्रीगाव,Shrigaon
श्रीरामपूर,Shrirampur
श्रीवर्धन,Shrivardhan
श्रृंगारवाडी,Shrungarwadi
शेटफ़ळ हवेली,Shtfal Haveli
सिध्देश्वर बुद्रुक,Siddeshvar Budruk
सिध्देश्वर खुर्द,Siddeshvar Khurd
सिध्देगव्हाण,Siddhegavhan
सिध्देगव्हाण2)सिध्देगव्हाण,Siddhegavhan
सिध्देगव्हाण2)सिध्देगव्हाण3)सिध्देगव्हाण4)सिध्देगव्हाण,Siddhegavhan
सिध्देगव्हाण2)साबळेवाडी,"Siddhegavhan , Sablewadi"
सिध्दगड,Sidhdagad
सिध्दनेर्ली,Sidhnerli
शिगवणवाडी,sigavanavadi
सिमादेवी,Simadevi
सीनाळे,Sinale
सिंगापूर,Singapur
सिंगापूर2)सिंगापूर,Singapur
सिंगापूर2)सिंगापूर3)सिंगापूर,Singapur
सिंगापूर2)सिंगापूर3)सिंगापूर4)सिंगापूर,Singapur
शिरळ,siral
शिरोली,Siroli
शिरोली2)शिरोली,Siroli
शिरोली2)शिरोली3)शिरोली,Siroli
शिरोली2)शिरोली3)शिरोली4)शिरोली5)शिरोली,Siroli
शिरोली2)चांडोली,"Siroli , Chandoli"
शिरोली बुद्रुक,Siroli Budruk
शिरोली बुद्रुक2)शिरोली बुद्रुक,Siroli Budruk
शिरोली बुद्रुक2)शिरोली बुद्रुक3)शिरोली बुद्रुक,Siroli Budruk
शिरोली बुद्रुक2)शिरोली बुद्रुक3)शिरोली बुद्रुक4)शिरोली बुद्रुक,Siroli Budruk
शिरोली बुद्रुक2)शिरोली बुद्रुक3)शिरोली बुद्रुक4)शिरोली बुद्रुक5)शिरोली बुद्रुक,Siroli Budruk
शिरोली बुद्रुक2)शिरोली बुद्रुक3)शिरोली बुद्रुक4)शिरोली बुद्रुक5)शिरोली बुद्रुक6)शिरोली बुद्रुक,Siroli Budruk
शिरोली बुद्रुक2)शिरोली बुद्रुक3)शिरोली बुद्रुक4)शिरोली बुद्रुक5)शिरोली बुद्रुक6)शिरोली बुद्रुक7)शिरोली बुद्रुक,Siroli Budruk
शिरोली बुद्रुक2)शिरोली बुद्रुक3)शिरोली बुद्रुक4)शिरोली बुद्रुक5)शिरोली बुद्रुक6)शिरोली बुद्रुक7)शिरोली बुद्रुक8)शिरोली बुद्रुक9)शिरोली बुद्रुक,Siroli Budruk
शिरोली बुद्रुक2)शिरोली बुद्रुक3)शिरोली बुद्रुक4)शिरोली बुद्रुक5)शिरोली बुद्रुक6)शिरोली बुद्रुक7)शिरोली बुद्रुक8)शिरोली बुद्रुक9)शिरोली बुद्रुक10)शिरोली बुद्रुक1शिरोली बुद्रुक12)शिरोली बुद्रुक13)शिरोली बुद्रुक14)शिरोली बुद्रुक15)शिरोली बुद्रुक16)शिरोली बुद्रुक17)शिरोली बुद्रुक18)शिरोली बुद्रुक19)शिरोली बुद्रुक20)शिरोली बुद्रुक2शिरोली बुद्रुक22)शिरोली बुद्रुक23)शिरोली बुद्रुक24)शिरोली बुद्रुक25)शिरोली बुद्रुक26)शिरोली बुद्रुक27)शिरोली बुद्रुक,Siroli Budruk
शिरोली बुद्रुक2)शिरोली बुद्रुक3)शिरोली बुद्रुक4)गोळेगांव,"Siroli Budruk , Golegaon"
शिरोली तर्फे आळे,Siroli By Ale
शिरोली तर्फे कुकडनेर,Siroli By Kukadner
शिरोली खर्द,Siroli Khurd
शिरोली खर्द2)शिरोली खर्द,Siroli Khurd
शिरोली खर्द2)शिरोली खर्द3)शिरोली खर्द,Siroli Khurd
शिरोली खर्द2)शिरोली खर्द3)शिरोली खर्द4)शिरोली खर्द,Siroli Khurd
सिरसंगी,Sirsangi
सिसणे,Sisane
सितेवाडी,Sitewadi
सितेवाडी2)सितेवाडी,Sitewadi
सितेवाडी2)सितेवाडी3)सितेवाडी,Sitewadi
सितेवाडी2)सितेवाडी3)सितेवाडी4)सितेवाडी5)सितेवाडी,Sitewadi
शिवगाव,sivagao
शिवसंघ,sivasangh
शिवतर,sivatar
सोे,Soe
सोगांव,sogao
सोगाव,Sogaon
सोगवे,Sogave
सोहाळे,Sohale
सोलमकोंड,Solamakond
सोळांकुर,Solankur
सोळे,Sole
सोळे2)सोळे3)सोळे4)सोळे5)सोळे6)सोळे7)सोळे8)सोळे9)सोळे10)सोळे1सोळे12)सोळे13)सोळे14)सोळे15)सोळे16)सोळे,Sole
तलवाडे,sole
सोळे,Sole
सोळु,Solu
सोळु2)सोळु,Solu
सोळु2)सोळु3)सोळु,Solu
सोळु2)सोळु3)सोळु4)सोळु5)सोळु6)सोळु7)सोळु,Solu
सोमजाईनगर,somajainagar
सोमटा,somata
सोमटणे,Somatane
सोमटे,Somate
सोमाटणे,Somatne
सोमाटणे2)सोमाटणे,Somatne
सोमाटणे2)साते,"Somatne , Sate"
सोमाटणे2)तळेगांव दाभाडे (शहरी)3)तळेगांव दाभाडे (शहरी)4)वडगांव,"Somatne , Talegaon Dabhade ( City ) , Wadgaon"
सोमतवाडी,Somatwadi
सोमतवाडी2)सोमतवाडी,Somatwadi
सोमतवाडी2)सोमतवाडी3)सोमतवाडी,Somatwadi
सोमवडी,Somatwadi
सोमतवाडी2)पाडळी,"Somatwadi , Padli"
सोमतवाडी2)उदापूर3)उदापूर,"Somatwadi , Udapur"
सोमावे (वांद्री प्रकल्प),Somave Vandri Prakalp
सोमनाथ,Somnath
सोमुर्डी,Somurdi
सोमुर्डी2)सोमुर्डी,Somurdi
सोमुर्डी2)सोमुर्डी3)सोमुर्डी,Somurdi
सोमुर्डी2)सोमुर्डी3)सोमुर्डी4)सोमुर्डी,Somurdi
सोमवार पेठ,Somwar Peth
&nbsp &nbsp सोमवार पेठ,Somwar Peth
सोमवार पेठ2)भोसरी3)सोमवार पेठ,"Somwar Peth , Bhosari"
सोमवार पेठ2)बुधवार पेठ,"Somwar Peth , Budhwar Peth"
सोमवार पेठ2)घोरपडी पेठ3)सोमवार पेठ,"Somwar Peth , Ghorpadi Peth"
सोनगांव,sonagao
सोनघर,Sonaghar
सोनखार (मुंब्रा),Sonakhar Munbra
सोनकोठाखार,Sonakothakhar
सोनाकोठाखार,sonakothakhar
सोनाळे,Sonale
सोनाळे बुद्रुक,Sonale Budruk
सोनाळे खुर्द,Sonale Khurd
सोनाळी,Sonali
सोनापूर,Sonapur
सोनारपाडा,Sonarapada
सोनारी,Sonari
सोनुर्ले,Sonarle
सोनार्ली,Sonarli
सोनारवाडी,Sonarwadi
सोनशिव,Sonashiv
सोनटक्कापाडा,Sonatakkapada
सोनटक्के,Sonatakke
सोनावळे,Sonawale
सोंडे हिरोजी,Sonde Hiroji
सोेंडे कार्ला,Sonde Karla
सोेंडे कार्ला2)सोेंडे कार्ला,Sonde Karla
सोेंडे कार्ला2)सोेंडे कार्ला3)सोेंडे कार्ला4)सोेंडे कार्ला,Sonde Karla
सोेंडे कार्ला2)सोेंडे कार्ला3)सोेंडे कार्ला4)सोेंडे कार्ला5)सोेंडे कार्ला,Sonde Karla
सोंडे सरपाला,Sonde Sarpala
सोंडे सरपाला2)सोंडे सरपाला,Sonde Sarpala
सोंडे सरपाला2)सोंडे सरपाला3)सोंडे सरपाला4)सोंडे सरपाला,Sonde Sarpala
सोंडे सरपाला2)सोंडे हिरोजी,"Sonde Sarpala , Hiroji"
सोेंडेमाथना,Sondemathna
सोंडेवाडी,Sondewadi
सोंडये,Sondeye
सोंडोली,Sondoli
सोनेसांगवी,Sonesangvi
सोनेसांगवी2)सोनेसांगवी,Sonesangvi
सोनेसांगवी2)सोनेसांगवी3)सोनेसांगवी,Sonesangvi
सोनेसांगवी2)सोनेसांगवी3)सोनेसांगवी4)सोनेसांगवी,Sonesangvi
सोनेसांगवी2)सोनेसांगवी3)सोनेसांगवी4)सोनेसांगवी5)सोनेसांगवी6)सोनेसांगवी,Sonesangvi
सोनेसांगवी2)सोनेसांगवी3)सोनेसांगवी4)सोनेसांगवी5)सोनेसांगवी6)सोनेसांगवी7)सोनेसांगवी8)सोनेसांगवी,Sonesangvi
सोनगांव,Songaon
सोनगांव2)सोनगांव,Songaon
सोनगाव,Songaon
सोनगांव2)बारामती शहर,"Songaon , Baramati City"
सोनगांव2)ढेकळवाडी,"Songaon , Dhekalwadi"
सोनगांव2)डोर्लेवाडी,"Songaon , Dorlewadi"
सोनगांव2)जळोची,"Songaon , Jalochi"
सोनगांव2)झारगडवाडी,"Songaon , Jhagarwadi"
सोनगांव2)पिंपळी,"Songaon , Pimpli"
सोनावे,Songave
सोनगे,Songe
सोनिवली,Sonivali
सोनकसवाडी,Sonkaswadi
सोनकसवाडी2)सोनकसवाडी,Sonkaswadi
सोनकसवाडी2)सोनकसवाडी3)सोनकसवाडी,Sonkaswadi
सोनकसवाडी2)सोनकसवाडी3)सोनकसवाडी4)सोनकसवाडी5)सोनकसवाडी6)सोनकसवाडी7)सोनकसवाडी,Sonkaswadi
सोनकसवाडी2)ढाकाळे,"Sonkaswadi , Dhakale"
सोनकसवाडी2)काझड3)काझड,"Sonkaswadi , Kajhad"
सोनकसवाडी2)मानप्पाची वस्ती (पणदरेखालील),"Sonkaswadi , Manappachi Vasti ( Pandarekhalil )"
सोनकसवाडी2)पणदरे,"Sonkaswadi , Pandare"
सोनखर,Sonkhar
सोनखार,Sonkhar
सोनोरी,Sonori
सोनोरी2)सोनोरी,Sonori
सोनोरी2)सोनोरी3)सोनोरी,Sonori
सोनोरी2)सोनोरी3)सोनोरी4)सोनोरी,Sonori
सोनोरी2)सोनोरी3)सोनोरी4)सोनोरी5)सोनोरी6)सोनोरी7)सोनोरी8)सोनोरी9)सोनोरी10)सोनोरी1सोनोरी,Sonori
सोनोरी2)सोनोरी3)सोनोरी4)सोनोरी5)सोनोरी6)सोनोरी7)सोनोरी8)सोनोरी9)सोनोरी10)सोनोरी1सोनोरी12)सोनोरी,Sonori
सोनोरी2)दिवे,"Sonori , Dive"
सोनोरी2)गु-होळी3)गु-होळी,"Sonori , Gu - Holi"
सोनोरी2)सोनोरी3)सोनोरी4)उदाचीवाडी,"Sonori , Udachiwadi"
सोनसडे,Sonsade
सोनूर्ली,Sonurli
सोनवडी,Sonvadi
सोनवडी2)सोनवडी3)सोनवडी4)सोनवडी,Sonvadi
सोनवाडी,Sonvadi
सोनवडी सुपे,Sonvadi Supe
सोनवडी सुपे2)सोनवडी सुपे,Sonvadi Supe
सोनवडी सुपे2)सोनवडी सुपे3)सोनवडी सुपे4)सोनवडी सुपे5)सोनवडी सुपे6)सोनवडी सुपे,Sonvadi Supe
सोनवडे,Sonwade
सोन्याची शिरोली,Sonyachi Shiroli
सोपारा,Sopara
सोर,Sor
सोरतापवाडी 2) सोरतापवाडी,Sortap Wadi
पेठ 2) सोरतापवाडी,Sortap Wadi
&nbsp &nbsp सोरतापवाडी,Sortap Wadi
सोरतापवाडी,Sortapwadi
सोरटेवाडी,Sortewadi
सोरटेवाडी2)सोरटेवाडी,Sortewadi
सोरटेवाडी2)देऊळवाडी,"Sortewadi , Deulwadi"
सोरटेवाडी2)करंजे,"Sortewadi , Karanje"
सोरटेवाडी2)करंजेपुल3)सस्तेवाडी,"Sortewadi , Karanje Pul , Sastewadi"
श्रीगांव,srigao
शृंगारतळी,srngaratali
सुडकोली,Sudkoli
सुदुंबरे,Sudumbare
सुदवडी,Sudvadi
सुदवडी2)सुदुंबरे,"Sudvadi , Sudumbare"
सुगांव,Sugaon
सुगवे,Sugave
सुकडआंबा,Sukad Amba
सुकदर,sukadar
सुकाळवेढे,sukalvedhe
सुकलवाडी,Sukalwadi
सुकसाळे,Sukasale
सुकेळी,Sukeli
सुकीवली,sukivali
Village Name Shukravar Peth,Sukrawar Peth
&nbsp &nbsp शुक्रवार पेठ,Sukrawar Peth
शुक्रवार पेठ,Sukrawar Peth
शुक्रवार पेठ2)शुक्रवार पेठ,Sukrawar Peth
शुक्रवार पेठ 2) आंबेगांव बु ाा,"Sukrawar Peth , Ambegaon"
शुक्रवार पेठ2)भवानी पेठ,"Sukrawar Peth , Bhavani Peth"
शुक्रवार पेठ2)कात्रज,"Sukrawar Peth , Katraj"
शुक्रवार पेठ 2) पिंपरी-कॅम्प,"Sukrawar Peth , Pimpri - Camp"
सुक्याचीवाडी,Sukyachiwadi
सुळंबी,Sulambi
सुळये,Sulaye
सुळे,Sule
सुळेरान,Suleran
सुलगांव,Sulgao
सुळकुड,Sulkud
सुलतानपूर,Sultanpur
सुलतानपुर,Sultanpur
सुलतानपूर2)मंचर,"Sultanpur , Manchar"
सुलतानपूर2)शिरोली तर्फे आळे,"Sultanpur , Siroli By Ale"
सुमडी,Sumadi
सुंडी,Sundhi
सुपा,Supa
सुपा2)सुपा,Supa
सुपा2)पडवी,"Supa , Padvi"
सुपात्रे,Supatre
सुपे,Supe
सुपे2)सुपे,Supe
सुपे2)सुपे3)सुपे4)सुपे5)सुपे6)सुपे7)सुपे8)सुपे,Supe
सुपे खुर्द,Supe Khurd
सुपे खुर्द2)सुपे खुर्द,Supe Khurd
सुपे खुर्द2)सुपे खुर्द3)सुपे खुर्द4)सुपे खुर्द,Supe Khurd
सुपे खुर्द2)सुपे खुर्द3)सुपे खुर्द4)सुपे खुर्द5)सुपे खुर्द,Supe Khurd
सुपे खुर्द2)सुपे खुर्द3)सुपे खुर्द4)सुपे खुर्द5)सुपे खुर्द6)सुपे खुर्द7)सुपे खुर्द,Supe Khurd
सुपे खुर्द2)सुपे खुर्द3)सुपे खुर्द4)सुपे खुर्द5)सुपे खुर्द6)सुपे खुर्द7)सुपे खुर्द8)सुपे खुर्द9)सुपे खुर्द10)सुपे खुर्द1सुपे खुर्द12)सुपे खुर्द13)सुपे खुर्द,Supe Khurd
सुपे खुर्द2)बो-हाळवाडी3)पिपळे,"Supe Khurd , Bo - Halwadi , Pimple"
सुपे खुर्द2)घेरापुरंदर,"Supe Khurd , Gherapurandar"
सुपेधर,Supedhar
सुपेगांव,supegao
सुपेगाव,Supegaon
सुपोंडे,Suponde
सुरई,Surai
सुरळ,Sural
सुराळे,Surale
सुराळे2)सुराळे,Surale
सुराळे2)सुराळे3)सुराळे,Surale
सुराळे2)सुराळे3)सुराळे4)सुराळे,Surale
सुराळे2)सुराळे3)सुराळे4)सुराळे5)सुराळे,Surale
सुरव तर्फे निजामपूर,Surav Tarf Nijampur
सुरव तर्फे तळे,Surav Tarf Tale
सुरेखार,Surekhar
सुरकुंडी,Surkundi
सुरकुंडी2)सुरकुंडी,Surkundi
सुरकुंडी2)सुरकुंडी3)सुरकुंडी4)सुरकुंडी5)सुरकुंडी6)सुरकुंडी7)सुरकुंडी8)सुरकुंडी9)सुरकुंडी10)सुरकुंडी1सुरकुंडी12)सुरकुंडी13)सुरकुंडी14)सुरकुंडी15)सुरकुंडी16)सुरकुंडी17)सुरकुंडी18)सुरकुंडी19)सुरकुंडी20)सुरकुंडी2सुरकुंडी22)सुरकुंडी23)सुरकुंडी,Surkundi
सुर्ले,Surle
सुर्लेवाडी,surlevadi
सुरुपली,Surupali
सुरूते,Surute
सुरवड,Survad
सुरवाड,Survad
सुरवाड2)सुरवाड,Survad
सुरवाड2)सुरवाड3)सुरवाड4)सुरवाड,Survad
सुर्यमाळ,Suryamal
सूर्यमाळ,Suryamal
सुर्यानगर,Suryanagar
सुस,Sus
Village Name Sus,Sus
&nbsp &nbsp सुस,Sus
सुस 2) सुस 3) सुस,Sus
सुस2)सुस,Sus
सुस2)सुस3)सुस,Sus
सुस2)सुस3)सुस4)सुस,Sus
सुसरवाडी,Susarwadi
सुसेरी,suseri
सुतार कोंड,Sutar Kond
सुतारकोंड,Sutar Kond
सुतारपाडा,Sutarapada
सुतारवाडी,Sutarwadi
सुत्रकार,Sutrakar
सूत्रकार,Sutrakar
स्वाली,Svali
स्वयंदेव,svayandev
ताडाचा कोंड,tadacha Khond
ताडाचा कोठा,Tadacha Kotha
ताडगाव,Tadagaon
ताडगांव,Tadagaon
ताडवाडी,Tadawadi
ताडवाडीताडवाडी,Tadawadi
ताडदेव,Taddev
ताडिल,tadil
तडीयाळे,Tadiyale
तडशिनहाळ,Tadshinal
ताडवागळे,Tadvagale
टहारपुर,taharapur
टाहारपूर,Taharapur
ताजपुर,Tajapur
ताजे,Taje
ताकई,Takai
टाकळीवाडी,Takaliwadi
टाकळकरवाडी,Takalkarwadi
टाकळकरवाडी2)टाकळकरवाडी,Takalkarwadi
टाकळकरवाडी2)टाकळकरवाडी3)टाकळकरवाडी4)टाकळकरवाडी5)टाकळकरवाडी6)टाकळकरवाडी,Takalkarwadi
टाकवहाळ,Takavahal
टाकवे,Takave
टाकेवाडी,Takewadi
टाकीगाव,Takigaon
टाकळी,Takli
टाकळी2)पाटेठाण,"Takli , Patethan"
टाकळी2)वडगाव बांडे,"Takli , Vadgaon Bande"
टाकळी भिमा,Takli Bhima
टाकळी भिमा2)टाकळी भिमा3)टाकळीभिमा,Takli Bhima
टाकळीभिमा,Taklibhima
टाकळीभिमा2)कासारी3)तळेगांव ढमढेरे,Taklibhima
टाकळीभिमा2)टाकळी भिमा,Taklibhima
टाकळीभिमा2)टाकळीभिमा,Taklibhima
टाकळीभिमा2)टाकळीभिमा3)टाकळीभिमा,Taklibhima
टाकळीभिमा2)निमगांव म्हाळुंगी,"Taklibhima , Nimgaon Mhalungi"
टाकळीभिमा2)तळेगांव ढमढेरे,"Taklibhima , Talegaon Dhamdhere"
टाकळीभिमा2)विठ्ठलवाडी,"Taklibhima , Vithhalwadi"
टाकळीहाजी,Taklihaji
टाकळीहाजी2)टाकळीहाजी,Taklihaji
टाकळीहाजी2)टाकळीहाजी3)टाकळीहाजी,Taklihaji
टाकळीहाजी2)टाकळीहाजी3)टाकळीहाजी4)टाकळीहाजी,Taklihaji
टाकळीहाजी2)टाकळीहाजी3)टाकळीहाजी4)टाकळीहाजी5)टाकळीहाजी,Taklihaji
टाकळीहाजी2)टाकळीहाजी3)टाकळीहाजी4)टाकळीहाजी5)टाकळीहाजी6)टाकळीहाजी7)टाकळीहाजी8)टाकळीहाजी9)टाकळीहाजी,Taklihaji
टाकळीहाजी2)डोंगरगण,"Taklihaji , Dongargan"
टाकळीहाजी2)माळवाडी,"Taklihaji , Malwadi"
टाकळीहाजी2)टाकळीहाजी3)माळवाडी4)निमगांव दुडे,"Taklihaji , Malwadi , Nimgaon Tude"
टाकळीहाजी2)म्हसे बुद्रुक,"Taklihaji , Mhase Budruk"
टाकळीहाजी2)निमगांव दुडे,"Taklihaji , Nimgaon Tude"
तक्रारवाडी,Takrarwadi
तक्रारवाडी2)तक्रारवाडी,Takrarwadi
तक्रारवाडी2)तक्रारवाडी3)तक्रारवाडी,Takrarwadi
तक्रारवाडी2)डिकसळ,"Takrarwadi , Dikasal"
टाकवे बुद्रुक,Takve Budruk
टाकवे खुर्द,Takve Khurd
टाकवे खुर्द2)शिलाटणे,"Takve Khurd , Shilatane"
टाकवे खुर्द2)सुदुंबरे,"Takve Khurd , Sudumbre"
टाकवडे,Takwade
तळा,Tala
तळबंद,Talaband
तळबंदखार,Talabandhakhar
तळबंधखार,Talabandhakhar
तळाघर,Talaghar
तळणीखार,Talanikhar
तळाणीखार,talanikhar
तळसर,talasar
तलासरी,Talasari
तळाशेत,Talashet
तळाशी,Talashi
तळाशी,Talashi
टाळसुरे,talasure
तलवाडा,Talavada
तलवडे,talavade
तळवडे,Talavade
तळवाडे,Talavade
तलवली तर्फ घोरड,Talavali Tarf ghorad
तळवली तर्फे सोनाळे,Talavali Tarf Sonale
तळवट खेड,talavata clause
तळवट जावळी,talavata Javale
तळवटपाल,talavatapal
तळयाचीवाडी तर्फे पालपेणे,Talayacivadi Tarf palapene
तळे,Tale
तळे म्हसवली,Tale Mahasvali
तळेगाव,Talegaon
तळेगांव,Talegaon
तळेगांव दाभाडे (शहरी),Talegaon Dabhade ( City )
तळेगांव दाभाडे (शहरी)2)तळेगांव दाभाडे (शहरी),Talegaon Dabhade ( City )
तळेगांव दाभाडे (शहरी)2)तळेगांव दाभाडे (शहरी)3)तळेगांव दाभाडे (शहरी),Talegaon Dabhade ( City )
तळेगांव दाभाडे (शहरी)2)तळेगांव दाभाडे (शहरी)3)तळेगांव दाभाडे (शहरी)4)तळेगांव दाभाडे (शहरी),Talegaon Dabhade ( City )
तळेगांव दाभाडे (शहरी)2)निगडे,"Talegaon Dabhade ( City ) , Nigde"
तळेगांव दाभाडे (शहरी)2)तळेगांव दाभाडे (शहरी)3)परदवंडी,"Talegaon Dabhade ( City ) , Paradvandi"
तळेगांव दाभाडे (शहरी)2)वडगांव,"Talegaon Dabhade ( City ) , Vadgaon"
तळेगांव दाभाडे (शहरी)2)वळक,"Talegaon Dabhade ( City ) , Valak"
तळेगांव दाभाडे (ग्रामिण),Talegaon Dabhade ( Rural )
तळेगांव दाभाडे (ग्रामिण)2)तळेगांव दाभाडे (ग्रामिण),Talegaon Dabhade ( Rural )
तळेगांव ढमढेरे,Talegaon Dhamdhere
तळेगांव ढमढेरे2)तळेगांव ढमढेरे,Talegaon Dhamdhere
तळेगांव ढमढेरे2)कासारी,"Talegaon Dhamdhere , Kasari"
तळेगांव ढमढेरे2)पिंपळे जगताप,"Talegaon Dhamdhere , Pimple Jagtap"
तळेगांव ढमढेरे2)सणसवाडी,"Talegaon Dhamdhere , Sanaswadi"
तळेगांव ढमढेरे2)शिक्रापुर,"Talegaon Dhamdhere , Shikrapur"
तळेगांव ढमढेरे2)विठ्ठलवाडी3)विठ्ठलवाडी,"Talegaon Dhamdhere , Vitthalwadi"
तळेगाव तर्फे गोरेगाव,Talegaon Tarf Goregaon
तळेगाव तर्फे तळा,Talegaon Tarf Tale
तळेगाव तर्फे तळे,Talegaon Tarf Tale
तळेघर,Taleghar
तळेगोव,Talegova
तळेकरवाडी,Talekarwadi
तळेखळ,Talekhala
तळेखार,Talekhar
तळेरान,Taleran
तळेरान2)पारगाव तर्फे मढ,"Taleran , Pargaon By Madh"
तळेरानवाडी 2) तळेरानवाडी,Taleranwadi
तळेरानवाडी,Taleranwadi
&nbsp &nbsp तळेरानवाडी,Taleranwadi
तळेरानवाडी2)तळेरानवाडी,Taleranwadi
तळेरानवाडी2)आव्हाळवाडी3)वाघोली (आव्हाळवाडी)4)वाघोली (आव्हाळवाडी),"Taleranwadi , Avhalwadi , Vagholi ( Avhalwadi)"
तळेरानवाडी2)खराडी (पुणे महापालिकेमध्ये समाविष्ट),"Taleranwadi , Kharadi ( Included In The Pune Municipal Corpoeration)"
तळेरानवाडी2)कोलवडी,"Taleranwadi, Kolvadi"
तळेवाडी,Talewadi
तळंदगे,Talgande
तळगांव,Talgao
तळघर,Talghar
तळगुळी,Talguli
तळीये,Taliye
तळीये बुद्रुक,Taliye Buduk
तळीये खुर्द,Taliye Khurd
तळजाई नगर,Taljai Nagar
तळजाई नगर2)तळजाई नगर,Taljai Nagar
तळजाई नगर2)तळजाई नगर3)तळजाई नगर,Taljai Nagar
तळोजे,Taloje
तळोजे मजकूर,Taloje Majkur
तळोजा पाचनंद,Taloje Panchanand
तळोजे पांचनंद,Taloje Panchanand
तळोशी,Taloshi
तलोठे,Talothe
तळसंदे,Talsande
तळाशि,Talshi
तळवडे2)तळवडे3)तळवडे,Talvade
तलवली,Talvali
तळवली,Talvali
तळवलीतळवली,Talvali
तळवळी,Talvali
तळवली बारागाव,Talvali Baragaon
तळवली तर्फे अष्टमी,Talvali Tarf Ashtami
तलावली तर्फे डेंगाचीमेट,Talvali Tarf Demgachimeta
तळवली तर्फे दिवाळी,Talvali Tarf Divali
तळवली तर्फे घोसाळे,Talvali Tarf Ghosale
तळवली तर्फे गोरड,Talvali Tarf Gorad
तळवली तर्फे खंडाळे,Talvali Tarf Khandala
तळवली तर्फे राहूर,Talvali Tarf Rahur
तलावली तर्फे सातकोर,Talvali Tarf Satakor
तळवली तर्फे उमटे,Talvali Tarf Umate
तलवलीत सोनाळे,Talvalit Sonale
&nbsp &nbsp तळवडे,Talwade
तळवडे,Talwade
तांबडशेत,Tamabadashet
तमनाथ,Tamanath
तमनाथतमनाथ,Tamanath
तामाणे र्त्फे गोरेगाव,Tamane Tarf Goregaon
तामाणे र्त्फे गोरेगावतामाणे र्त्फे गोरेगाव,Tamane Tarf Goregaon
तामणशेत बुद्रुक,Tamanshet Budruk
तामसई,Tamasai
तामसतिर्थ,tamasatirth
तामसोली,Tamasoli
तांबडी,Tambadi
तांबडीवाडी,tambadivadi
तंाबडशेत,Tambadshet
तांबाळे,Tambale
तांबस,Tambas
तांबटी,Tambati
ताबंाटी,Tambati
तांबाटी,Tambati
तांबडेमळा,Tambdemala
तांबंडेमळा,Tambdemala
तांबडेमळा2)जारकरवाडी,"Tambdemala , Jarkarwadi"
तांबडेमळा2)मंचर,"Tambdemala , Manchar"
तांबे,Tambe
तांबे2)तांबे,Tambe
तांबेवाडी,Tambewadi
तांबेवाडी (बेल्हे),Tambewadi ( Belhe )
तांभाड,Tambhad
तांभाड2)तांभाड,Tambhad
तांभाड2)तांभाड3)तांभाड4)तांभाड5)तांभाड6)तांभाड7)तांभाड8)तांभाड,Tambhad
तांबुळवाडी,Tambulwadi
तांबवे,Tambve
तांब्याचीवाडी,Tambyachiwadi
तमदलगे,Tamdalage
तामगांव,Tamgao
ताम्हणमळा,tamhanamala
ताम्हाणे,Tamhane
ता्म्हणे,Tamhane
ताम्हणे करंबे,Tamhane Karambe
ताम्हाणी करंबे,Tamhane Karambe
ताम्हाणे शिर्के,Tamhane Shirke
ताम्हाणे तर्फ तळे,Tamhane Tarf Tale
ताम्हाणे तर्फे तळा,Tamhane Tarf Tale
ताम्हणी बुद्रुक,Tamhani Budruk
ताम्हणी बुद्रुक2)ताम्हणी बुद्रुक,Tamhani Budruk
ताम्हणशेत,Tamhanshet
ताम्हणशेत खुर्द,Tamhanshet Khurd
ताम्हणवाडी,Tamhanwadi
ताम्हणवाडी2)ताम्हणवाडी,Tamhanwadi
ताम्हणवाडी2)ताम्हणवाडी3)ताम्हणवाडी,Tamhanwadi
तमनाकवाडा,Tamnakwada
तामोंड,tamond
तान,Tan
ताण,Tana
तानाजीनगर,Tanaji Nagar
