word,translation,confusion,frequency,example
रेनुका,Renuka,,2,रेनुका बाग ⁄ रेनुका विहार
रेशम,Resham,,1,रेशम एनकलेव
रजीडेन्स,Residence,,1,आर्यन रेजीडेन्स/ओम रजीडेन्स
रेजीडेन्स/ओम,Residence/Om,,1,आर्यन रेजीडेन्स/ओम रजीडेन्स
रेजीडेंसी,Residency,,6,एमरेल्ड रेजीडेंसी
रैजीडेन्सी,Residency,,3,बसेरा वाटिका रैजीडेन्सी
रेजिडेन्सी,Residency,,1,आर्शीवार्द रेजिडेन्सी
रेजिडेनसी,Residency,,1,गायत्री अंगूरी देवी रेजिडेनसी पचगाईखेडा
रेजीडेन्सी,Residency ,,57,अनुष्का रेजीडेन्सी
रेज्रीडेन्सी,Residency ,,1,गोवर्धन धाम रेज्रीडेन्सी
रेजीडेन्सियल,Residential ,,1,राम श्री रेजीडेन्सियल अपार्टमेन्ट
रिसोर्टस,Resorts,,2,पी पी फ ार्मस एण्ड रिसोर्टस (रौसू)
रेस्टोरेंट,Restaurant ,,1,मसानी चौराहे से गोकुल रेस्टोरेंट एन-एच 2तक
रेतिया,Retiya,,4,रेतिया बाजार
रिट्रीट,Retreat,,2,मैगसन क ालोनी वृन्दावन रिट्रीट
रेवाडपुरा,Revadpura,,1,रेवाडपुरा
रेवती,Revati,,2,नगला रेवती
रिचा,Richa,,1,रिचा सैलटर्स
रीछापुरा,Richapura,,1,रीछापुरा
रिछोहा,Richoha,,7,"अयेला, रिछोहा"
रायफल,Rifle,,1,पुलिस लाइन पेट्रोल पम्प से रायफल क्लब तक
रिहावली,Rihavali,,1,रिहावली
रिंग,Ring,,3,इनर सिटी रिंग रोड
राईज,Rise,,1,जयपुरिया सन राईज ग्रीन
ऋषि,Rishi,,2,ऋषिकेश धाम
रिषी,Rishi,,1,रिषी कल्यान पुरम
ऋषिपुरम,Rishipuram,,1,ऋषिपुरम
रीठौरा,Rithaura,,8,"रांकौली, रीठौरा, रीठौरा"
रिठौरी,Rithauri,,13,"अयेला, रिठौरी"
रिठोरा,Rithora,,4,"अखवाई, रिठोरा"
रितिका,Ritika,,2,रितिका बिहार
रिवर,River,,1,रिवर व्यू अर्पणा अपार्टमेंट
रिया,Riya,,1,अहेरियान
रोड,Road,,150,अजीजपुर ( जगनेर रोड से अजीजपुर जाने वाली रोड से विद्युत उपखण्ड तक)
राेड,Road ,,1,नई आबादी ईदगााह एरिया व पैठ एरिया जी0टी0राेड से 100 मी0 बाद
रोडवेज,Roadways,y,1,रोडवेज कॉलौनी
रूई,Roee,y,3,रूई की मण्डी
रोहई,Rohaee,y,7,कुतकपुर रोहई
रोहिणी,Rohini ,,1,रोहिणी रेजीडेन्सी
रोहित,Rohit,,2,पुरोहित पाईसा
रोहता,Rohta,,3,रोहता
रोज,Roj,,1,ताल फिरोज खां
रोझौली,Rojhauli,,6,"जैगारा, वाजीदपुर, रोझौली"
रूप,Roop,,2,डगरूपुरा
रूपनगर,Roop nagar,,19,रूपनगर
रूपपुरा,Roop pura,,1,रूपपुरा
रूपविहार,Roop vihar,,1,रूपविहार कालौनी
रूपधनूँ,Roopdhanu,Y,1,रूपधनूँ
रुपपुर,Rooppur,,3,रुपपुर
रोशन,Roshan,,18,कटरा रोशन
रोसू,Rosu,,1,रोसू
रोटी,Roti,,2,रोटी गोदाम
रॉयल,Royal,,6,अनुपम रॉयल अपार्टमेन्ट
रायल,Royal,,3,अनुपमरायल अपार्टमेंट
राॅयल,Royal,,1,राॅयल स्टेट
रूदऊ,Rudau,y,7,रूदऊ
रूदमुली,Rudmuli,,3,रूदमुली
रूद्र,Rudra,,1,रूद्र कुंज
रूकमणी,Rukmani,,3,रूकमणी बिहार
रूनकता,Runakata,,4,"अकबरा, रूनकता"
रूँधऊ,Rundhau,y,1,रूँधऊ
ऋषिकेश,Rushikesh ,,1,ऋषिकेश धाम
रूठरी,Ruthri,,2,रूठरी
एस,S,,27,आर०एस0 आशियाना
स,S,,4,अकौस खादर
सब्जी,Sabji,,5,जहरखाना/सब्जी मण्डी
सबोरा,Sabora,,6,सबोरा
सदभावना,Sad bhavna,,2,सदभावना नगर
सडक,Sadak,,11,गैस एजेन्सी से संकेत वाली सडक के मोड तक
सदन,sadan,,2,एक ता सदन से राधाकुण्ड रोड पर नगर पंचायत की सीमा तक
सदर,Sadar,,31,कलैक्ट्री रोड ( सदर भटटी चौराहे से कलेक्ट्रेट तक)
सदरपुर,Sadarpur,,1,सदरपुर
सदरवन,Sadarvan,,1,सदरवन
सदौला,Sadaula,,1,नगला सदौला
सददा,Sadda,,2,सददा मौहल्ला
सद्दीकपुर,Saddikpur,,3,"इब्राहीमपुर, शल्ल, सद्दीकपुर"
सददीकपुर,Saddikpur ,,1,सददीकपुर
साधन,Sadhan,,20,खेडा साधन
साढे,Sadhe,,2,खेराल साढे सात विसा खादर
साधू,Sadhu,,1,कूचा साधू राम
साधूराम,Sadhuram,,1,कूंचा साधूराम
सादिकपुर,Sadikpur,,2,पीलुआ सादिकपुर
सदोला,Sadola,,1,नगला सदोला
सदूपुरा,Sadupura,,6,"पुसैंता, थपेड़ा, रहलई, सदूपुरा"
सईद,Saeed,,1,मण्डी सईद खां
सागर,Sagar,,2,कल्यान सागर दितिय
सागरिया,Sagriya,,1,सागरिया
सगुनापुर,Sagunapur,,11,"कराहरा, सगुनापुर"
सहाई,sahaee,y,6,"कुकथला, सहाई"
साहई,Sahai,y,1,साहई
सहजुआ,Sahajaa,y,6,छिनगईआ सहजुआ
सहनपुर,Sahanpur,,11,"जाजोली, सहनपुर"
सहार,Sahar,,16,द्वारिका सिटी सहार
सहारा,Sahara,,1,सहारा
सहारे,Sahare,,1,नये बस स्टेण्ड से गोपाल नगर तक(माल गोदाम के सहारे)
सहाय,Sahay,,3,कोठी केवल सहाय
सहगलपुरा,Sahgalpura,,1,सहगलपुरा
साहित्य,Sahitya,,1,साहित्य कुज
साहनी,Sahni,,1,सिध्द साहनी नगर
सहता,Sahta,,3,"कुकथला, सहता"
सांई,Sai,y,10,ओम सांईधाम
साई,Sai,,15,ओम साई गार्डन
सैदगढ़ी,Saidgadhi,,1,सैदगढ़ी
सांईधाम,Saidham,y,2,ओम सांईधाम
साईधाम,Saidham,,1,साईधाम गेट बन्द कालोनी
सैदपुर,Saidpur,,14,"गडसौली, नगला बली, सैदपुर"
सैफ्फुद्दीनपुर,Saiffuddinpur,,1,सैफ्फुद्दीनपुर
साईकृपा,Saikripa,,1,साईकृपा धाम
सैलखेड़ा,Sailkheda,,10,"जादौपुर, सैलखेड़ा, वरौली"
सैलटर्स,Sailtars,y,1,रिचा सैलटर्स
सैमरा,Saimara,,4,सैमरा (द्वितीय)
सैमरी,Saimari,,3,सैमरी
साईनाथ,Sainath,,2,साईनाथ कन्सटेक्शन
सैनिक,Sainik,,9,साई सैनिक बिहार गामरी
सेंथिया,Sainthiya,,1,सेंथिया रेजीडेन्सी
सैनवा,Sainva,,9,"रान्हेरा, सैनवा, रान्हेरा"
सैंया,Sainya,,8,"शाहपुर नदीम, सैंया"
साईपाडा,Saipada,,1,कसाईपाडा
सैथिंया,Saithinya,,3,सैथिंया टाउन
सैथिया,Saithiya,,1,सैथिया स्टेट ए0डी0ए0एप्रव्ड
सैयद,Saiyad,,2,नाला बुढान सैयद
सैय्यद,Saiyyad,,1,सैय्यद पाड़ा
सैययद,Saiyyad ,,2,सैययद बाजार
सजय,Sajay,,1,सजय पैलेस कपडा मर्केट
सज्जादा,Sajjada,,1,सज्जादा नशीन
सक,Sak,,1,असकुण्डा बाजार
सकद,Sakad,,1,इमलाक सकद खादर
सकरबा,Sakarba,,4,सकरबा
सकरवा,Sakarva,,1,सकरवा
सकतपुर,Sakatpur,,10,"वैमन, सकतपुर"
साकेत,Saket,,3,साकेत कॉलौनी
साकेतपुरी,Saketpuri ,,1,साकेतपुरी
सखीवन,Sakhivan,,1,सखीवन कालौनी
सख्रीवन,Sakhrivan,,1,सख्रीवन क ालौनी (सकीतरा)
सकीतरा,Sakitara,,17,केशोरैयाधाम क ालौनी (सकीतरा)
सकना,Sakna,,1,सकना
सकराया,Sakraya,,4,मुहाल सकराया वांगर
साक्षी,Sakshi,,4,साक्षी एनकलेव
साक्षीधाम,Sakshidham,,1,साक्षीधाम पंचगाई
सकूरगंज,Sakurganj,,7,सकूरगंज खादर
साकुरी,Sakuri,,3,साकुरी खुर्द
सलैमाबाद,Salaimabad,,1,सलैमाबाद
सलैमावाद,Salaimavad,,10,"खेडा बाकन्दा, सलैमावाद"
सलैमपुर,Salaimpur,,2,सलैमपुर फरह
सलाक,Salak,,1,"पारसौली, सलाका"
सलाका,Salaka,,2,"पारसौली, सलाका"
सालेहनगर,Saleh nagar,,11,"औरंगपुर, सालेहनगर बरबर"
सलेमाबाद,Salemabad,,1,सलेमाबाद
सलेमपुर,Salempur,,7,गोविन्द बिहार क ालौनी (सलेमपुर फरह
सालिग,Salig,,1,सालिग ग्राम बिहार
सलिगग्राम,Salig gram,,1,सलिगग्राम बिहार
सलिगराम,Saligram,,1,सलिगराम विहार
समाधि,Samadhi,,2,समाधि रोड पर पथवारी वाले चौराहे से समाधि मार्ग पर खेरागढ की सीमा तक
समाज,Samaj,,1,आर्यसमाज क्रासिेग से जी0आई0सी तक
सामन्त,Samant,,1,चकसामन्त
समाप्ति,Samapti,,1,राणा की प्याऊ से कोसीकलां की तरफ गाजीपुर गांव की समाप्ति तक मौजा बरसाना
सामरमऊ,Samaramu,y,1,सामरमऊ
समस,Samas,,1,कावेरी विहार समस्त फेस
समसपुर,Samaspur,,1,समसपुर
सामौली,Samauli,,3,सामौली खादर
समिति,samiti,,3,मण्डी समिति के पीछे
संम्प्रदाय,Sammpraday,,1,चार संम्प्रदाय नगर
सामने,Samne,,9,अम्बेडकर पार्क के सामने की गली
समोगर,Samogar,,4,समोगर
सम्पत्तिजोगी,Sampattijogi,,1,सम्पत्तिजोगी
सम्पत्तियां,Sampattiyan,y,1,मन्दिर लक्ष्मी नारायण सडक पर स्थित सम्पत्तियां को छोडकर
सम्पूर्ण,Sampurn,,2,छज्जन वाली गली बैक कालौनी का सम्पूर्ण क्षेत्र परपटकुण्ड
सामरा,Samra,,10,"सहनपुर, सामरा"
समस्त,Samst,,14,कावेरी विहार समस्त फेस
समता,Samta,,1,समता नगर
सन,San,y,4,अदन बाग एक्सटेन्सन
सनौरा,Sanaura,,3,सनौरा
सांचोली,Sancholi,,6,सांचोली
संदेश,Sandesh,,1,रामा संदेश पुरम
सांधन,Sandhan,,2,खेडा सांधन
संगम,Sangam,,7,संगम कॉम्पलैक्स
संगीता,Sangeeta,,2,संगीता पुरम
संग्राहलय,Sangrahalay,,2,क्वालिटी तिराहे से संग्राहलय चौराहै तक
संजय,Sanjay,,10,संजय नगर
संजेती,Sanjoti,,1,संजेती
संकेत,Sanket,,10,गैस एजेन्सी से संकेत वाली सडक के मोड तक
साँखी,Sankhi,y,7,"सहार, साँखी"
सांखी,Sankhi,,1,सांखी
सन्नपुरा,Sannpura,,3,सन्नपुरा
संस्क,Sansk,,1,संस्क ार सिटी
संस्कार,Sanskar,,1,संस्कार सिटी
सन्त,Sant,,7,बसन्त बिहार
सन्‍त,Sant,,1,सन्‍त नगर कालौनी
सांथा,Santha,,7,"गढी चन्द्रमन, सांथा"
सन्तोकपुरा,Santokpura,,1,सन्तोकपुरा
सन्तोष,Santosh ,,1,सन्तोष नगर
सन्तोषपुरा,Santoshpura,,1,सन्तोषपुरा
सपन,Sapan,,2,सपन बाग
सार,Sar,,1,"अचरू लधौरा, अचरू लधौरा, इटौली, भैंसारा"
सराफ,Saraf,,1,पी एल सराफ अस्पताल से अक्षयपात्र तक
सरैधी,Saraidhi,,16,"नगला कासिमपुर, सरैधी"
सरैंडा,sarainda,,14,"अटा, सरैंडा"
सरक,Sarak,,2,कागारौल रोड पर कागारौल मैन चौराहे से सरकारी हॉस्पीटल जल निगम तक
सारंगपुर,Sarangpur,,3,सारंगपुर
सारस,Saras,,4,"पड़रारी, भैंसारा, सारस"
सरस,Saras,,1,डेरासरस
सारस्वत,Saraswat,,2,सारस्वत पाडा
सरस्वती,Saraswati,,13,न्यू सरस्वती नगर
सरस्‍वती,Saraswati,,1,सरस्‍वती बिहार कालौनी
सराय,Saray,,50,कच्ची सराय
साराय,Saray ,,1,शाही साराय प्रथम
सरायअहमद,Sarayahamad,,1,सरायअहमद
सरायदाउद,Saraydaud,y,3,सरायदाउद
सरायसाल,Saraysal,,6,"कनौरा बांगर, सरायसाल वाहन"
सरयू,Sarayu,,5,सरयू धाम
सरबतपुर,Sarbatpur,,1,सरबतपुर
सरेण्ड,Sarend,,1,न0कमाल(सरेण्डा)
सरेण्डा,Sarenda,,2,न0कमाल(सरेण्डा)
सरेंधी,Sarendhi,,1,सरेंधी
सरगन,Sargan,,4,सरगन खेडा
सरिता,Sarita,,1,सरिता बिहार
सरजैपुर,Sarjaipur,,1,सरजैपुर
सर्जेपुर,Sarjepur,,1,सर्जेपुर
सरकन्डखेडा,Sarkandkheda,,5,"पचावर, सरकन्डखेडा"
सरकारी,Sarkari,,1,कागारौल रोड पर कागारौल मैन चौराहे से सरकारी हॉस्पीटल जल निगम तक
सरला,Sarla,,6,सरला काम्प्लेक्स
सरनवन,Sarnavan,,1,सरनवन नगर सेवला जाट
सरोज,Saroj,,2,सरोजनी नगर
सरोजनी,Sarojani,,2,सरोजनी नगर
सरोखीपुरा,Sarokhipura,,1,सरोखीपुरा
सरोवर,Sarovar,,2,मानसरोवर कॉलौनी
सर्राफ,Sarraf,,1,देवरी रोड पर वी एन सर्राफ इण्टर कालेज से जगनेर की सीमा तक
सरसा,Sarsa,,6,सरसा
सारू,Saru,,2,थोक सारू
सरूरपुर,Sarurpur,,1,सरूरपुर
सर्व,Sarv,,3,अभयपुरा ( श्रीराम गैस सर्विस चौराहे से मलपुरा तक)
सरवन,Sarvan,,2,सरवन नगर
सरवनपुरा,Sarvanpura,,1,सरवनपुरा
सरवत,Sarvat,,4,सरवत पुर
सर्वेश,Sarvesh,,1,उँटगिर बाईपास रोड पर कागारौल चौराहा बाईपास रोड से सर्वेश्र्वर चौराहे पर
सर्वेश्र्वर,Sarveshravar,y,4,उँटगिर बाईपास रोड पर कागारौल चौराहा बाईपास रोड से सर्वेश्र्वर चौराहे पर
सर्वेश्र्वरी,Sarveshravari,y,1,राधा सर्वेश्र्वरी क ालौनी (गो0 ब्राह्रमणान
सात,Sat,,10,खेराल साढे सात विसा खादर
साटा,Sata,,2,साटा वाडिया बास
सतौली,Satauli,,5,नई आबादी सतौली
सतघउा,Satghada,,1,सतघउा
सतघडा,Satghada,,1,सतघडा
सती,Sati,,1,कोयला वाली बसती
सतीलीला,Satileela,,2,सतीलीला अपार्टमेंट
सतनाम,Satnam,,1,सतनाम नगर
सतोहा,Satoha,,3,श्रीजी बाबा स्कूल से सतोहा के सरक ारी स्कूल तक
सत्ता,Satta,,6,देव नगर कालोनी(सत्ता )
सत्य,Saty,,2,सत्य नगर
सत्यनारायणधाम,Satya narayandham,y,1,सत्यनारायणधाम क ालौनी (गो0 गौरवा)
सत्यम,Satyam,,5,सत्यम अपार्टमेंट
सतयुग,Satyug,,1,सतयुग धाम कॉलोनी आटस बांगर
सौ,Sau,,3,"अयेला, सौरा"
सौदागर,Saudagar,,2,सौदागर लाइन
सौहल्ला,Sauhalla,,4,नई आबादी सौहल्ला
सौख,Saukh,,8,भूतेश्र्वर बिजली घर से सौख रोड एन-एच 2 तक
सोैख,Saukh,,1,सोैख उर्फ डूँगरा पटटी
सौन,Saun,,1,वासौनी
सौनई,Saunaee,y,1,शहजादपुर टप्पा सौनई
सौंन,Saunan,y,9,"अयेला, सौंन"
सौंख,Saunkh,,5,"नगला अर्जुन, नगौड़ा, नगला टोडर, सौंख खेड़ा"
सौनोठ,Saunoth,,1,सौनोठ शुमाली
सौंठ,Saunth,,1,सौंठ की मण्डी
साँथल,Saunthal,,10,"कुकण्डई, नगला साँथल"
सौर,Saur,,1,"अयेला, सौरा"
सौरा,Saura,,3,"अयेला, सौरा"
सौरभ,Saurabh,,3,सौरभ नगर
सौरई,Sauraee,y,4,"पर्वतपुर, सौरई"
सवाई,Savai,y,1,सत्ता सवाई मार्ग
सवांई,Savanee,y,6,सवांई
सावन्त,Savant,,1,चकसावन्त
सावन,Sawan,,2,चकसावन्त
स्बा,Sba,,1,लाना कस्बा
स्कीम,Scheme,y,1,संजय पैेलेस ग्रुप हाऊसिंग स्कीम(एच0आई0जी0फलैट एडीए द्वारा निर्मित)
स्कु,Scho,y,1,इण्डियन पब्लिक स्कुल से नगला कीकी तक
स्कूल,school,,7,गाजीपुर से चौधरी रतीराम सीबीएसई स्कूल तक
स्कुल,School,,2,इण्डियन पब्लिक स्कुल से नगला कीकी तक
से,Se,,242,अग्रसेन नगर
सीजेंस,Seasons ,y,1,पुषांजली सीजेंस अपर्ट्मेंट
सीजेन्स,Seasons ,,1,पुष्पाजंली सीजेन्स अपार्टमेंट
सेब,Seb,,2,सेब का बाजार
सैकिण्ड,Second,,3,महाविद्‍या कॉलोनी सैकिण्ड चरण
सेकिण्ड,Second ,,1,सेकिण्ड मण्डी गेट के सामने कुशवाह कालोनी
सैक्टर,Sector,,5,आनन्द नगर सैक्टर–१
सेक्टर,Sector ,,2,गोविन्दनगर सेक्टर डी
सेदगढी,Sedgadhi,,1,सेदगढी
सीगा,Seega,,1,"खरौट, खरौट, धमसीगा"
सीह,Seeh,y,1,सीह
सीहपुरा,Seehpura,y,1,सीहपुरा
सीमा,Seema,,28,अलवर पुल से छरौरा ग्राम की प्रारम्भिक सीमा तक
सीमान्त,Seemant,,2,छटीकरा चौराहे से वृन्दावन रोड पर छटीेकरा की सीमान्त पर
सींगा,Seenga,y,1,धमसींगा मार्ग पर विक ासशील नई आबादी
सीता,Seeta,,3,पेट्रोल पम्प से आगे सीताराम आश्रम तक
सीयरा,Seeyara,,11,"खिरारी, बना, बना, सीयरा, इटौली"
सेहा,Seha,,3,सेहा
सेहत,Sehat,,18,"नेरा बांगर, सेहत बांगर"
सेही,Sehi,,10,सेही खादर
सेखान,Sekhan,,2,मौहल्ला सेखान
सेमरी,Semari,,8,"वरौली, सेमरी"
सेंहा,Senhha,,1,सेंहा
सेरब,Serab,,3,सेरब
सेरसा,Sersa,,1,सेरसा
सर्विस,Service,,8,अभयपुरा ( श्रीराम गैस सर्विस चौराहे से मलपुरा तक)
सेठ,seth,,4,कौशिकी कॉम्पलैक्स (सेठबाडा)
सेठबाडा,Sethbada,,1,कौशिकी कॉम्पलैक्स (सेठबाडा)
सेठवाडा,Sethvada,,2,सेठवाडा तिलकद्धार
सेऊपट्टी,Seupatti,y,3,सेऊपट्टी खादर
सेऊपटटी,Seupatti,y,1,सेऊपटटी
सेवा,Seva,,2,सेवा का नगला
सेवाकुन्ज,Sevakunj,,1,सेवाकुन्ज
सेवाकुन्‍ज,Sevakunj,,1,सेवाकुन्‍ज
सेवला,Sevla,,18,चन्द्रा पैलेस सेवला जाट
सेवरा,Sevra,,1,सेवरा
सीवेज,Sewage,y,1,सीवेज फार्म
सेयद,Seyad,,1,ट्रान्स यमुना सेयद चोराहे से सुग्रीव सिंह एड 0 के मकान तक
षा,Sha,,1,ऊ षा किरन प्लाजा
शादी,Shadi,,1,नगला शादी
शागीर,Shageer,,1,शागीर अली वाली टंकी वाली गली
शगुन,Shagun,,1,शगुन बिहार
शाह,Shah,,7,आ.मि. विकानूशाह
शहर,Shahar,,1,सकीतरा शहरी क्षेत्र
शाहदरा,Shahdara,,2,शाहदरा ⁄ छलेसर
शहीद,Shaheed,,6,इटौरा (इटौरा मोड से शहीद पैट्रोल पम्प तक)
शाहगंज,Shahganj,,5,न्यू शाहगंज
षाहगंज,Shahganj,,1,षाहगंज
शाही,Shahi,,6,शाही सराय द्वितीय
शाहिदपुर,Shahidpur,,3,शाहिदपुर
शहजादी,Shahjadi,,2,शहजादी मण्डी
शहजादपुर,Shahjadpur,,26,"ततरौता बांगर, शहजादपुर इन्दावली"
शाहजी,Shahji,,3,दरबार शाहजी
शाहपुर,Shahpur,,74,"खेडिया, शाहपुर गौसना, अरतौनी"
शाहपुरजगनेर,Shahpur jagner,,1,शाहपुरजगनेर
शाहपुरराकौली,Shahpurarakauli,,1,शाहपुरराकौली
शहरी,Shahri,,1,सकीतरा शहरी क्षेत्र
शाहवेद,Shahved,,1,शाहवेद
शैलेन्द्र,Shailendra,,1,शैलेन्द्र बिहार
शकरगढी,Shakargadhi,,1,शकरगढी
शक्ति,Shakti,,5,शक्तिनगर
शक्तिनगर,Shakti nagar,,1,शक्तिनगर
शालीमार,Shalimar,,8,जी0टी0 रोड के किनारे से शालीमार रोड तक प्रीति नसिंग होम से कमल सिंह के मकान तक कमला नगर एन0एच02 छोडकर
शालिनी,Shalini,,2,शालिनी एन्कलेव
शल्की,Shalki,,2,शल्की इन्क्लेव
शल्ल,Shall,y,5,"इब्राहीमपुर, इब्राहीमपुर, शल्ल, शल्ल, जटपुरा"
शम्भु,Shambhu,,2,शम्भु कुंज
शम्भू,Shambhu,,2,शम्भू नगर
शमशाबाद,Shamshabad,,7,गोपालपुरा शमशाबाद
शमशादबाद,Shamshadbad,,1,धाना शमशादबाद
शमशान,Shamshan,,2,शालीमार रोड जीटी रोड शमशान घाट से लेक नंदगांव तिराहे तक
शमशावाद,Shamshavad,,1,धाना शमशावाद
शनिबिहार,Shanibihar,,1,ओलम्पस सिंटी शनिबिहार
शंकर,Shankar,,9,थाना शंकरद्वारी
शंकरद्वारी,Shankardwari,,6,थाना शंकरद्वारी
शंकरगढ़,Shankargadh,,1,शंकरगढ़
शंकरगढ,Shankargadh,,1,शंकरगढ़
शंकरगढी,Shankargadhi,,1,शंकरगढी
शंकरलाल,Shankarlal,,1,नगला शंकरलाल
शंकरपुरी,Shankarpuri,,1,शंकरपुरी
शंखान,Shankhan,,1,बाजार कलां शंखान क ा अंश
शकुन्तला,Shankuntala,,2,शकुन्तला नगर
शान्ता,Shanta,,2,शान्ता कुंज
शान्ती,Shanti,,11,शान्ती आश्रम
शान्ति,Shanti,,2,शान्ति वाटिका
शान्तीनगर,Shanti nagar,,1,शान्तीनगर क ालौनी (सकीतरा)
शराविंयान,Shara viyan,,1,शराविंयान
शराबियान,Sharabiyan,,1,शराबियान
शारदा,Sharada,,6,शारदा काम्पलेक्स
शर्की,Sharki,,2,बबूरी शर्की
शर्मा,Sharma,,2,शर्मा नर्सिग होम के पीछे क ा क्षेत्र गौतम नगर
शशी,Shashi,,1,शशी नगर
शास्त्री,Shastri,,4,आगरा जगनेर रोड पर चुंगी नं0 1 से हरिविलास शास्त्री के भटटा तक
शास्त्रीनगर,Shastri nagar,,1,शास्त्रीनगर
शास्त्रीपुरम,Shastri puram,,1,शास्त्रीपुरम
शत्रु,Shatru,,1,शत्रु जीत नगर
शौर्य,Shaurya,,2,अनुपम शौर्य बिहार
शयामनगर,Shayam nagar,,1,शयामनगर कालौनी
शील,Sheel,,2,उत्तम नगर एवं पालीवाल विद्यालय के पीछे की विक ासशील आबादी
शीला,Sheela,,1,टैक्सनशीला माल एण्ड सिनप्लैक्स
शीतल,Sheetal,,8,महाविद्या चौराहे से शीतल रीजेन्सी तक
शीतलछाया,Sheetal chaya,,1,शीतलछाया
शीतला,Sheetala,,7,शीतला गली
शेखान,Shekhan,,2,मोहल्ला शेखान
शेखर,Shekhar,,2,शेखर एन्कलेव
शेखरा,Shekhara,,2,शेखरा वाटी
शेखमन्नु,Shekhmannu,,1,टीला शेखमन्नु
शेखमन्नू,Shekhmannu,,1,टीला शेखमन्नू
शेखपाडा,Shekhpada,,1,शेखपाडा
शेखूपुर,Shekhupur,,16,"नगला इनामी, नगला शेखूपुर"
शेंष,Shensh,,1,बाईपुर मुस्तकिल शेंष खसरा नम्बरान
शेरखाँ,Sher khan,y,3,शेरखाँ
शेरनगर,Sher nagar,,9,शेरनगर खादर
शेरगढ,Shergadh,,10,बसई शेरगढ बांगर
शेरगढ़,Shergadh,,7,बसई शेरगढ़ बांगर
शेरगडिया,Shergadiya,,1,शेरगडिया
शेरनी,Sherni,,1,शेरनी
शेरो,Shero,,1,गली शेरो वाली
शेरोंवाली,Sherovali,,1,गली शेरोंवाली
शेरपुर,Sherpur,,10,"चीत, शेरपुर"
शेष,Shesh,,8,जयसिंहपुरा बांगर की शेष आबादी
शिला,Shila,,1,तक्षशिला कालोनी
शिशम,Shisham,,1,चक शिशम
शिव,Shiv,,15,ओम शिव एन्कलेव
शिवबालानाथ,Shiv balanath,,1,शिवबालानाथ नगर एप्रूव्ड
शिवकालौनी,Shiv Colony,,1,शिवकालौनी
शिवगंगा,Shiv ganga,,1,शिवगंगा टाउन
शिवनगर,Shiv nagar,,8,कमाल खां ( बाबा कमाल खां शिवनगर से नरीपुरा ट्रान्सफार्मर तक)
शिवशक्ती,Shiv Shakti,,1,शिवशक्ती विहार
शिवशक्ति,Shiv Shakti ,,1,शिवशक्ति बिहार
शिवा,Shiva,,5,वैदिक सिटी शिवाल
शिवाजी,Shivaji,,3,शिवाजी नगर
शिवाकुंज,Shivakunj,,1,शिवाकुंज
शिवाल,Shival,,2,वैदिक सिटी शिवाल
शिवली,Shivali,y,1,शिवली
शिवालिक,Shivalik,,4,शिवालिक ग्रीन्स
शिवम,Shivam,,13,शिवम अपार्टमेट
शिवांगी,Shivangi,,1,शिवांगी आरती टाउन
शिवानी,Shivani,,2,शिवानी रेजीडेन्सी नन्दलालपुर
शिवासा,Shivasa,,2,शिवासा हाइटस
शिवदास,Shivdas,,1,कटरा शिवदास
शिवदत्त,Shivdatt,,2,गली शिवदत्त
शिवधाम,Shivdham,,1,शिवधाम कॉलौनी
शिवजी,Shivji,,2,नगला शिवजी
शिवपुरी,Shivpuri,,5,शिवपुरी
शिवराज,Shivraj,,1,बैंक कालोनी (शिवराज नगर)
शिववालानाथ,Shivvalanath,y,1,शिववालानाथ नगर { एप्रूब्ड}
शोभा,Shobha,,2,शोभा विहार ⁄ शोभा नगर
शोलाभोला,Shola bhola ,,1,नागला शोलाभोला
शॉपिंग,Shopping ,,1,श्रीजी शॉपिंग कॉम्पलैक्स
श्रद्धा,Shraddha ,,1,पुष्पांजलि श्रद्धा एन्कलेव
श्वादेशी,Shravadeshi,y,1,श्वादेशी बीमा नगर
श्री,Shree,,60,अनन्तश्री अपार्टमेंट
श्रीहीरा,Shree heera,,2,श्रीहीरा प्लाजा
श्रीलालधाम,Shree laldham,,2,श्रीलालधाम कालौनी
श्रीनाथधाम,Shree nathdham,,2,श्रीनाथधाम कालौनी
श्रीराधा,Shree radha,,5,श्रीराधा एवेन्यू
श्रीराधापुरम,Shree radhapuram,,3,श्रीराधापुरम कॉलोनी
श्रीराम,Shree ram,,12,अभयपुरा ( श्रीराम गैस सर्विस चौराहे से मलपुरा तक)
श्रीजी,Shreeji,,13,ज्ञानदीप स्कूल से श्रीजी बाबा स्कूल तक
श्रीजीपुरम,Shreeji puram,,5,परिक्रमा मार्ग से श्रीजीपुरम तिराहे तक
श्रीजीधाम,Shreejidham,,2,श्रीजीधाम
श्रीनाथ,Shreenath,,4,श्रीनाथ अपार्टमेन्ट
श्रीपति,Shreepati,,1,गढी श्रीपति
श्रीवन,Shreevan,,2,श्रीवन कालौनी
श्वेत,Shrevet,y,1,श्वेत नगर
श्वेता,Shreveta,y,1,श्वेता नगर
श्रीभगवान,Shri bhagvan ,,1,श्रीभगवान एन्कलेव
श्रीहरी,Shri hari,,1,श्रीहरी कुंज–हाथी टीला
श्रीजमुनाधाम,Shri jamunadham,,1,श्रीजमुनाधाम कॉलोनी
श्रीकृष्‍ण,Shri krishna ,,1,श्रीकृष्‍ण बिहार कालौनी
